job_title_upd,organization_name,is_IT
Counter Intrusion - Senior Mission Software Engineer - Estimation & Tracking,Anduril Industries,IT
CPU Constraint Performance Modeling Engineer Lead,Qualcomm,IT
CPU Server Physical Design Engineer,Qualcomm,Non-IT
Craft Training Coordinator II,Zachry,Non-IT
Creativity Lab Supervisor,Princeton University,Non-IT
Credit Analyst,Jobot Consulting,IT
Credit Manager,Four Seasons Hotels and Resorts,Non-IT
Credit Underwriter - Houston,MidFirst Bank,Non-IT
Critical Care Rapid Response Nurse Practitioner/Physician Assistant Nocturnist,Ochsner Health,Non-IT
"Critical Infrastructure Electrical Engineer, Field Engineering",Amazon Web Services (AWS),IT
Critical Infrastructure Protection Staff – ICS Security,The Johns Hopkins University Applied Physics Laboratory,IT
CTIO-FullStack Engineer-Senior Associate,PwC,IT
CTIO-Solution Architect-Senior Manager,PwC,IT
Curam Developer - D Chicago,Lensa,IT
Customer Service - Software Support,The Reynolds and Reynolds Company,IT
Customer Success Mgr - Architect,F5,IT
Customer Technical Support Representative,Thomson Reuters,Non-IT
"Cyber Analyst, Junior",Lensa,IT
Cyber Capability Developer,AMERICAN SYSTEMS,IT
Cyber Electrical Engineer,RemoteWorker US,IT
Cyber Engineer,SAIC,IT
Cyber Infrastructure Engineer,"ITS, LLC",IT
Cyber Security Analyst,Lensa,IT
"Cyber Security Analyst, Jr.",Lensa,IT
Cyber Security Architect,Agile Defense,IT
Cyber Security Manager,General Dynamics,IT
Cyber Software Engineer Staff,RemoteWorker US,IT
Cyber Software Engr Senior - Python,RemoteWorker US,IT
"Cyber Strategy Lead, USAF DoD Sales Team",Amazon Web Services (AWS),Non-IT
"Cyber Systems Engineer, Advisor",Peraton,IT
Cyber Technical Analyst Advisor,"Gci, Incorporated",IT
Cyber Tool and Capability Developer,Draper,IT
Cyber/HMI Test Tech-Onsite,GE Vernova,IT
Cybersecurity Engineer,Lensa,IT
Cybersecurity Engineer,Odyssey Systems,IT
Cybersecurity Intern,Lensa,IT
Cybersecurity Operational Technology  Specialist,Lensa,IT
Cybersecurity Penetration Tester- Entry Level,Lensa,IT
Cybersecurity Program Manager,Lensa,IT
Cybersecurity Project Manager,Lensa,IT
Cybersecurity Researcher,National Renewable Energy Laboratory,IT
Cybersecurity Specialist,Lensa,IT
Cybersecurity Specialist IV,Odyssey Systems,IT
Cyberspace Defensive Analyst,HII-TSD,IT
Cypress QA Automation Engineer,Lensa,IT
"D Visual Designer, Creative Technology & Strategy",Lensa,Non-IT
D365 CE Functional Architect,Avanade,IT
Data Analysis Lead,Moomoo New Jersey US,IT
Data Analyst,Lensa,IT
Data Analyst,Jobright.ai,IT
Data Analyst,Ispot TV Inc,IT
Data Analyst - Entry Level,Jobright.ai,IT
Data Analyst Associate  - Data Retention,Lensa,IT
Data Analyst Entry Level,Jobright.ai,IT
Data Analyst I,Lensa,IT
"Data Analyst I, Entry Level",Jobright.ai,IT
Data Analyst Intern,Lensa,IT
Data Analyst Specialist - SkillBridge Internship,"ENSCO, Inc.",IT
"Data Analyst, Entry Level",Jobright.ai,IT
"Data Analyst, New Grad",Jobright.ai,IT
"Data Analyst, New Grad & Entry Level",Jobright.ai,IT
"Data Analyst, New Grad, Entry Level",Jobright.ai,IT
Data and Analytics Consultant,"Systems Evolution, Inc.",IT
Data and Analytics Support Engineer,Lensa,IT
"Data Center Cluster Operations Managerr, InfraOps - Data Center Ops, InfraOps - Data Center Ops",Amazon Web Services (AWS),IT
Data Center Construction Quality Assurance Manager,Worldwide Mission Critical,Non-IT
Data Center Energy Marshal,Actalent,IT
Data Center Engineering Operations Technician,Amazon Web Services (AWS),IT
"Data Center Engineering Operations Technician, AWS Opportunity for Veterans",Amazon Web Services (AWS),IT
"Data Center Engineering Operations Technician, DCC Communities",Amazon Web Services (AWS),IT
"Data Center Engineering Technical Manager,",Lensa,IT
Data Center Facility Operations Manager,Amazon Web Services (AWS),IT
Data Center Operations Manager,Amazon Web Services (AWS),IT
"Data Center Operations Technician, Data Center Operations, Data Center Ops",Amazon Web Services (AWS),IT
Data Center Project Manager *,HDR,IT
"Data Center Project Manager II, Critical Projects Implementation",Amazon Web Services (AWS),IT
"Data Center Project Manager, Critical Projects Implementation",Amazon Web Services (AWS),IT
Data Center Technician,"Innovative Defense Technologies, LLC",IT
Data Center Technician III,IES Communications,IT
"Data Center Technician, DCC Communities",Amazon Web Services (AWS),IT
Data Engineer,RA Capital Management,IT
Data Engineer,Robert Half - NA/US/SEP,IT
Data Engineer,Jobright.ai,IT
Data Engineer,SSA Marine,IT
Data Engineer,"Innovative Defense Technologies, LLC",IT
Data Engineer,S&P Global,IT
Data Engineer,automotiveMastermind Inc,IT
Data Engineer,TriWest Healthcare Alliance,IT
Data Engineer - Associate,Lensa,IT
Data Engineer #: 25,HIRETALENT LCC,IT
Data Engineer I,Lensa,IT
Data Engineer I - AWS Cloud/ETL,Lensa,IT
Data Engineer I - BI Data Modernization,Lensa,IT
"Data Engineer I, Intelligent Talent Acquisition",Lensa,IT
Data Engineer II,Lensa,IT
Data Engineer II - Windreich Department of Artificial Intelligence & Human Health,Lensa,IT
"Data Engineer II, Alexa Devices",Lensa,IT
Data Engineer Senior,Regents of The University of Michigan,IT
"Data Engineer, Amazon Robotics",Amazon,IT
"Data Engineer, Data and Technology Services, Charlotte",ACUITY KNOWLEDGE SERVICES (INDIA),IT
"Data Engineer, New Grad & Entry Level",Jobright.ai,IT
"Data Engineer, Regulatory",SpaceX,IT
"Data Engineer, Senior",Wiraa,IT
Data Entry Clerk,Jobot,IT
Data Entry Clerk,Lensa,IT
Data Entry/Order Management - Must Reside In Indianapolis,Lensa,IT
Data Fusion and Tracking Engineer – Robotic Systems,The Johns Hopkins University Applied Physics Laboratory,IT
Data Lineage and AI Partner Director,Cloudera,IT
Data Modernization Director,Kansas Department of Health and Environment,IT
Data Platform Manager,"Mizuho Bank, Ltd.",IT
Data Protection Manager,Commonwealth Care Alliance,IT
Data Quality Analyst,Jobright.ai,IT
Data Science and Analytics Manager,Lensa,IT
"Data Science Director, Care",Meta,IT
Data Science Intern,Lensa,IT
"Data Science Manager, Life Sciences & Healthcare - SFL Scientific",Deloitte,IT
Data Scientist,Lensa,IT
Data Scientist,OGC Global,IT
Data Scientist,Jobright.ai,IT
Data Scientist,Lek,IT
Data Scientist,KellyMitchell Group,IT
Data Scientist - Transportation,Lensa,IT
Data Scientist I,Lensa,IT
Data Scientist Principal,SAIC,IT
"Data Scientist, Employee Relations",Lensa,IT
"Data Scientist, Entry Level",Jobright.ai,IT
"Data Scientist, Insights - Online Recommendations",Lensa,IT
"Data Scientist, Product Analytics",Lensa,IT
"Data Scientist, Reputation Marketing and Insights",Lensa,IT
Data Software Engineer – Corporate Technology Data Engineering & Analytics,RemoteWorker US,IT
"Data Strategy, Products, and Management Senior Manager, Oncology",GlaxoSmithKline plc,IT
Data Technician,Lensa,IT
Data Warehouse Programmer Analyst,Partnership HealthPlan of California,IT
Data/Configuration Management Specialist 1,HII-TSD,IT
Data/Configuration Management Specialist II,HII-TSD,IT
Database Administrator,Intelex Technologies ULC,IT
Database Administrator,Tenaska,IT
Database Administrator - MariaDB  Experienced Hire,"Susquehanna International Group, LLP (SIG)",IT
Database Developer,"Redwood Trust, Inc.",IT
Database Engineer Level 2 TS/SCI Fullscope Poly,"DigiFlight, Inc.",IT
Databricks Cloud Architect,Tata Consultancy Services Limited,IT
Datacenter Deployments Engineer,"Cloudflare, Inc.",IT
Datacenter Technician,"LanceSoft, Inc.",IT
DCS Engineer,Evonik,IT
Debt Analyst,City of Philadelphia,IT
"Delivery Consultant - Application Architect, WWPS ProServe",Amazon Web Services (AWS),IT
"Delivery Consultant - Cloud Infrastructure Architect, WWPS ProServe",Amazon Web Services (AWS),IT
Department Administrator - Plastic Surgery,Medical College of Wisconsin - Staff,IT
Deputy Director of Constituency Engagement,City of Philadelphia,Non-IT
DERMS Quality Assurance Lead,Lensa,IT
Design Architect,SOM,IT
Design Assurance Engineer,"Hologic, Inc.",IT
Design Engineer - Structures,Caterpillar Inc.,IT
Design Engineer - Transportation,"Bolton & Menk, Inc.",IT
Design Engineer Cobra Golf,PUMA Group,IT
Design Engineer I,Lensa,IT
Design Engineering Manager,Jobot,IT
Design Engineering Manager,Dice - JW,IT
"Design Program Manager, Engineering",Amazon,IT
Design Verification Engineer,"LanceSoft, Inc.",IT
Desktop Support Analyst,Lensa,IT
"Desktop Support Analyst, Progression",Lensa,IT
Desktop Support Engineer,Lensa,IT
Desktop Support Engineer,NSC Global,IT
Desktop Vulnerability Analyst I,Lensa,IT
Dev Sec Ops Engineer,RemoteWorker US,IT
Developer,Tata Consultancy Services Limited,IT
Developer IV,"Wheels, LLC",IT
"Developer Technology Engineer, Public Sector - New College Grad",Lensa,IT
"Developer, Sharepoint",Day & Zimmermann,IT
Developer/Programmer Analyst,Connect Tech+Talent,IT
"Device Software Engineer, Kuiper Government Solutions",Lensa,IT
DevOps and QA Engineer,"Excelacom, Inc",IT
"DevOps Architect, Trilogy",Crossover,IT
"DevOps Cloud Architect, Digital Engineering Solutions",Lensa,IT
Devops Developer,Hirenza,IT
DevOps engineer,Wiraa,IT
DevOps Engineer,Capgemini,IT
DevOps Engineer,Spectrum,IT
DevOps Engineer - Development Tools & Services,Salesforce,IT
DevOps Engineer - New Grad,Jobright.ai,IT
DevOps Engineer II,Lensa,IT
DevOps for Emulation,Etched,IT
DevOps Software Engineer - Supply Chain,Lensa,IT
DevOps Support Engineer,Dematic,IT
DevOps Support Engineer,Lensa,IT
DevSecOps Engineer  - TS/SCI,RemoteWorker US,IT
DevSecOps Engineer Senior,RemoteWorker US,IT
"DFT Design Engineer, AWS Machine Learning Acceleration",Amazon Web Services (AWS),IT
Diabetes Care-Registered Nurse/Dietitian-FT,Ochsner Health,Non-IT
Diabetes Care/Education-Registered Nurse/Dietitian-FT,Ochsner Health,Non-IT
DICOM Migration Engineer,Merge by Merative,IT
DIETITIAN I,Texas Health Resources,Non-IT
Dietitian I PRN - Day Shift,Texas Health Resources,Non-IT
Dietitian/Nutritionist,Jobot,Non-IT
Digital Asset Manager,Crystal Bridges Museum of American Art,Non-IT
Digital Hardware Engineer III,Frontgrade Technologies Holdings Inc.,Non-IT
Digital Implementation Manager II,Thermo Fisher Scientific,Non-IT
Digital Integration Solutions Engineer,Eaton,Non-IT
Digital Marketing Specialist,Brady Corporation,Non-IT
Digital Operations Lead- Iot and Supply Chain,Emerson,Non-IT
Digital Pathology Coordinator - Anatomic Pathology,NYU Langone Health,Non-IT
Digital Pathology Coordinator-Anatomic Pathology,NYU Langone Health,Non-IT
Digital Print Manager,A Hiring Company,Non-IT
"Digital Signal Processing  Engineer, Electronic Warfare",Dice - JW,IT
Digital Signal Processing  Wireless Engineer,Tiposi,IT
"Digital Solutions Architect ,  , P",Lensa,IT
DIGITAL STRATEGY MANAGER - NORTHEAST,Lensa,Non-IT
Digital Workplace Engineering - Windows Cloud Systems Engineer - Associate - Dallas,Goldman Sachs,IT
Director / Senior Director – Energy & Utilities Consulting,GEP Worldwide,Non-IT
Director Cloud Engineering and Operations,NiSource,IT
Director Engineering & System Studies,Electric Power Engineers,IT
Director Infrastructure & Azure migration,SpectraMedix,IT
Director IT- PMO & Business Partners,Lensa,Non-IT
Director of AI/ML Customer Engineering,Adobe,IT
Director of Cybersecurity Engineering,Lensa,IT
Director of Digital Health,Lensa,Non-IT
Director of Engineering,"Morbark, LLC",IT
Director of Engineering,Ug2 LLC,IT
Director of Engineering,Quantum Metric,IT
Director of Engineering - Capital Projects plant level,ImageFIRST,IT
"Director of Engineering, Shared Services",Lensa,IT
Director of Facility Engineering,Jobot,Non-IT
Director of Facility Engineering,Dice - JW,Non-IT
Director of Fleet Maintenance,Jobot,Non-IT
Director of Information Security and Data Governance,Tecta America Commercial Roofing,IT
Director of IT,Lensa,IT
Director of Payments Engineering,PwC,IT
Director of Product - AI Training Platform Software,NVIDIA,IT
"Director of Product Marketing, Security",Harness,IT
Director of Quality Improvement,Genuine Health Group,IT
Director of SCADA Engineering,Qcells USA Corp.,IT
Director of Shift Left Software Product Management,Siemens EDA (Siemens Digital Industries Software),IT
Director of Software Engineering,IT Associates,IT
Director of Software Engineering,"Blain Supply, Inc. ",IT
"Director of Software Engineering, Quality",Fivetran,IT
Director of Technical Documentation/Writing,Anduril Industries,IT
Director of Technology,Lensa,IT
"Director Sales - Utilities Enterprise Solutions, Western Region","Itron, Inc.",Non-IT
Director Talent Acquisition,Lensa,Non-IT
Director UI UX Engineering,The Depository Trust & Clearing Corporation (DTCC),IT
"Director, AI/ML Engineering",Lensa,IT
"Director, Cloud Network and Security Engineer",RemoteWorker US,IT
"Director, Data Engineering",Meta,IT
"Director, Data Scientist - Apollo/Card Data",Capital One,IT
"Director, Hospital Labs",Sonora Quest Laboratories/ Laboratory Sciences of Arizona,IT
"Director, Information Technology",Swooped,IT
"Director, IT Business Solutions",East West Bank,IT
"Director, IT Business Systems and Applications",Swooped,IT
"Director, IT Enterprise Application Solutions",Lensa,IT
"Director, IT Procurement",CIM Group,IT
"Director, IT Program/Project Management",Lensa,IT
"Director, Medical Affairs Biostatistics",Insmed Incorporated,Non-IT
"Director, Platform Engineering",American Red Cross,IT
"Director, Platforms & Mission Engineering",Terran Orbital Corporation,Non-IT
"Director, QA Great River, New York",Netsmart Technologies,IT
"Director, Salesforce Service Cloud Solutions",Natera,IT
"Director, Software Engineering",Selective Insurance,IT
"Director, Software Engineering",RemoteWorker US,IT
"Director, Software Engineering",Alto Pharmacy,IT
"Director, Software Engineering - AWS",Early Warning Services,IT
"Director, Software Engineering - Bank Mod",RemoteWorker US,IT
"Director, Software Engineering - Card Management & Security",RemoteWorker US,IT
"Director, Software Engineering - Velocity Black",RemoteWorker US,IT
"Director, Software Engineering - Web Platforms",RemoteWorker US,IT
"Director, Technical Program Management - Enterprise Platforms Technology",RemoteWorker US,IT
"Director, Technical Program Management - Enterprise Platforms Technology",Lensa,IT
"Director, Technical Support",Lensa,IT
"Director, Technology",Lensa,IT
"Director, Technology Development",Molex,IT
Distinguished Data Architect,Calix,IT
Distinguished Data Engineer - Card Technology,RemoteWorker US,IT
Distinguished Data Engineer - Card Technology,Capital One,IT
Distinguished Engineer,RemoteWorker US,IT
Distinguished Engineer - Card Servicing Applications,RemoteWorker US,IT
Distinguished Engineer - Commercial Card,RemoteWorker US,IT
Distinguished Engineer - Data Center System Software Architect,RemoteWorker US,IT
Distinguished Engineer - Developer Experience Platform Modernization,RemoteWorker US,IT
Distinguished Engineer - Finance Technology,RemoteWorker US,IT
Distinguished Engineer - Marketing and Messaging,RemoteWorker US,IT
Distinguished Engineer - NetDevOps,RemoteWorker US,IT
Distinguished Engineer - Platform Architecture,RemoteWorker US,IT
Distributed Systems Engineer  - Data Platform,Netflix,IT
"Distributed Systems Engineer , Content & Business Products",Netflix,IT
District Safety Trainer - Harrisburg,National Trench Safety,Non-IT
"Division Vice President, Engineering",AMETEK,Non-IT
Document & Data Management Specialist I,Fluor Corporation,IT
Dog Trainer,Petco,Non-IT
Dog Trainer - Apprentice,Petco,Non-IT
Drainage Engineer PE - Transportation,DRMP,Non-IT
"Drainage Engineer- Road - Tampa, FL",American Structurepoint,Non-IT
Drupal Developer,Dice - JW,IT
DSP Software Engineer,RemoteWorker US,IT
"DVP, Business Unit Manager",AMETEK,Non-IT
E-Discovery Technology Project Manager,Lensa,Non-IT
E/E & Semiconductor Engineer - Electrical Test Engineer,Lensa,IT
Early Career Applied Scientist,Jobright.ai,IT
Early Career Machine Learning Engineer,Jobright.ai,IT
"Echo Sonographer, Pediatric Cardiology, Clinic & Hospital",Ochsner Children's,Non-IT
ECU Control System Airworthiness Senior Principal Lead P,Pratt & Whitney,IT
EDA RnD Software Engineer,Cadence,IT
EDI Analyst,Lensa,IT
EHR Support Analyst II,HCA Healthcare,IT
EIS Solutions Architect Lead,Reliance Matrix,IT
Electrical Controls Design Engineer,Jobot,IT
Electrical Controls Design Engineer,Dice - JW,IT
Electrical Design Engineer,Dice - JW,IT
"Electrical Design Engineer II, Satellites",SpaceX,IT
Electrical Distribution Engineer I,Actalent,IT
Electrical Engineer,Jobot,IT
Electrical Engineer,SAIC,IT
Electrical Engineer,Hunter Engineering Company,IT
Electrical Engineer,ARCADIS N.V.,IT
Electrical Engineer,Howmet Aerospace - EN,IT
Electrical Engineer,RemoteWorker US,IT
Electrical Engineer,Actalent,IT
Electrical Engineer,Foundation,IT
Electrical Engineer,Areté,IT
Electrical Engineer,"Sciton, Inc.",IT
Electrical Engineer,Trilon Group,IT
Electrical Engineer,Vulcan Materials Company,IT
Electrical Engineer,Dice - JW,IT
"Electrical Engineer - Gas, Fuels & Chemicals",Black & Veatch,IT
Electrical Engineer - Power Systems,Eaton,IT
Electrical Engineer III,Hargrove Engineers & Constructors,IT
Electrical Engineer IV,Markem-Imaje,IT
"Electrical Engineer, Maneuver Dominance",Dice - JW,IT
"Electrical Engineer, Power Electronics and Motor Control Firmware",General Atomics,IT
"Electrical Engineer, Senior",Audubon Companies,IT
Electrical Engineering Manager,A Hiring Company,IT
Electrical Estimator - MSG - Advanced Technology Group,Turner Construction,IT
Electrical Maintenance Technician,iHire,IT
Electrical Project Engineer,"Kelly Science, Engineering, Technology & Telecom",IT
Electrical Project Engineer,Vanderlande,IT
Electrical Project Engineer,Domtar,IT
Electrical Senior Engineer,Matrix PDM Engineering,IT
Electrical Supervising Engineer,Aecon,IT
"Electrical Test Engineer, Hardware Test Engineering",Lensa,IT
Electrical/Computer Engineering Intern in Electrical Power - Summer,Lensa,IT
